 Year-Rank Movie Year Imdb Metascore Votes Genre Runtime Cert Gross Director Stars
Action, Comedy, Crime            " "105 min" R 59509925.0 "Tony Scott" "['Bruce Willis', 'Damon Wayans', 'Chelsea Field', 'Noble Willingham']"
434 18 "What About Bob?" (1991) 7.0 60 47680 "
Comedy            " "99 min" - 63710000.0 "Frank Oz" "['Bill Murray', 'Richard Dreyfuss', 'Julie Hagerty', 'Charlie Korsmo']"
435 19 "Dead Again" (1991) 7.0 66 47680 "
Crime, Drama, Mystery            " "107 min" R 38016380.0 "Kenneth Branagh" "['Kenneth Branagh', 'Emma Thompson', 'Andy Garcia', 'Derek Jacobi']"
436 20 "Robin Hood: Prince of Thieves" (1991) 6.9 51 47680 "
Action, Adventure, Drama            " "143 min" - 165500000.0 "Kevin Reynolds" "['Kevin Costner', 'Morgan Freeman', 'Mary Elizabeth Mastrantonio', 'Christian Slater']"
437 21 "The Addams Family" (1991) 6.9 57 47680 "
Comedy, Fantasy            " "99 min" - 113502000.0 "Barry Sonnenfeld" "['Anjelica Huston', 'Raul Julia', 'Christopher Lloyd', 'Dan Hedaya']"
438 22 "My Girl" (1991) 6.9 56 47680 "
Comedy, Drama, Family            " "102 min" PG 59847242.0 "Howard Zieff" "['Anna Chlumsky', 'Macaulay Culkin', 'Dan Aykroyd', 'Jamie Lee Curtis']"
439 23 "The Naked Gun 2½: The Smell of Fear" (1991) 6.9 65 47680 "
Comedy, Crime            " "85 min" - 86930411.0 "David Zucker" "['Leslie Nielsen', 'Priscilla Presley', 'George Kennedy', 'O.J. Simpson']"
440 24 "Grand Canyon" (1991) 6.9 64 47680 "
Crime, Drama            " "134 min" R 33243020.0 "Lawrence Kasdan" "['Danny Glover', 'Kevin Kline', 'Steve Martin', 'Mary McDonnell']"
441 25 Bugsy (1991) 6.8 80 47680 "
Biography, Crime, Drama            " "136 min" R 49114016.0 "Barry Levinson" "['Warren Beatty', 'Annette Bening', 'Harvey Keitel', 'Ben Kingsley']"
442 26 Hook (1991) 6.7 52 47680 "
Adventure, Comedy, Family            " "142 min" - 119654823.0 "Steven Spielberg" "['Dustin Hoffman', 'Robin Williams', 'Julia Roberts', 'Bob Hoskins']"
443 27 Backdraft (1991) 6.7 38 47680 "
Action, Crime, Drama            " "137 min" R 77868585.0 "Ron Howard" "['Kurt Russell', 'William Baldwin', 'Robert De Niro', 'Donald Sutherland']"
444 28 "City Slickers" (1991) 6.7 70 47680 "
Comedy            " "113 min" - 124033791.0 "Ron Underwood" "['Billy Crystal', 'Jack Palance', 'Daniel Stern', 'Bruno Kirby']"
445 29 "Hot Shots!" (1991) 6.7 61 47680 "
Action, Comedy            " "84 min" - 69467617.0 "Jim Abrahams" "['Charlie Sheen', 'Cary Elwes', 'Valeria Golino', 'Lloyd Bridges']"
446 30 "Regarding Henry" (1991) 6.7 47 47680 "
Drama, Romance            " "108 min" - 43001500.0 "Mike Nichols" "['Harrison Ford', 'Annette Bening', 'Michael Haley', 'Stanley Swerdlow']"
447 31 "The Prince of Tides" (1991) 6.7 65 47680 "
Drama, Romance            " "132 min" R 74787599.0 "Barbra Streisand" "['Barbra Streisand', 'Nick Nolte', 'Blythe Danner', 'Kate Nelligan']"
448 32 "White Fang" "(I) (1991)" 6.7 62 47680 "
Adventure, Drama            " "107 min" - 34793160.0 "Randal Kleiser" "['Ethan Hawke', 'Klaus Maria Brandauer', 'Seymour Cassel', 'Susan Hogan']"
449 33 "L.A. Story" (1991) 6.7 66 47680 "
Comedy, Drama, Fantasy            " "95 min" - 28862081.0 "Mick Jackson" "['Steve Martin', 'Victoria Tennant', 'Richard E. Grant', 'Sarah Jessica Parker']"
450 34 "Frankie and Johnny" (1991) 6.7 66 47680 "
Comedy, Drama, Romance            " "118 min" R 22773535.0 "Garry Marshall" "['Al Pacino', 'Michelle Pfeiffer', 'Hector Elizondo', 'Nathan Lane']"
451 35 "Little Man Tate" (1991) 6.7 71 47680 "
Drama            " "99 min" - 25010896.0 "Jodie Foster" "['Jodie Foster', 'Dianne Wiest', 'Adam Hann-Byrd', 'Alex Lee']"
452 36 "New Jack City" (1991) 6.6 61 47680 "
Action, Crime, Drama            " "97 min" R 47624253.0 "Mario Van Peebles" "['Wesley Snipes', 'Ice-T', 'Allen Payne', 'Chris Rock']"
453 37 "Father of the Bride" (1991) 6.5 51 47680 "
Comedy, Family, Romance            " "105 min" - 89325780.0 "Charles Shyer" "['Steve Martin', 'Diane Keaton', 'Martin Short', 'Kimberly Williams-Paisley']"
454 38 "Toy Soldiers" (1991) 6.5 46 47680 "
Action, Drama, Thriller            " "111 min" R 15073942.0 "Daniel Petrie Jr." "['Sean Astin', 'Wil Wheaton', 'Keith Coogan', 'Andrew Divoff']"
455 39 Soapdish (1991) 6.5 65 47680 "
Comedy, Romance            " "97 min" - 36489888.0 "Michael Hoffman" "['Sally Field', 'Kevin Kline', 'Cathy Moriarty', 'Teri Hatcher']"
456 1 "Reservoir Dogs" (1992) 8.3 79 47680 "
Crime, Drama, Thriller            " "99 min" R 2832029.0 "Quentin Tarantino" "['Harvey Keitel', 'Tim Roth', 'Michael Madsen', 'Chris Penn']"
457 2 Unforgiven (1992) 8.2 85 47680 "
Drama, Western            " "130 min" R 101157447.0 "Clint Eastwood" "['Clint Eastwood', 'Gene Hackman', 'Morgan Freeman', 'Richard Harris']"
458 3 Aladdin (1992) 8.0 86 47680 "
Animation, Adventure, Comedy            " "90 min" - 217350219.0 "Ron Clements" "['Scott Weinger', 'Robin Williams', 'Linda Larkin', 'Jonathan Freeman']"
459 4 "Scent of a Woman" (1992) 8.0 59 47680 "
Drama            " "156 min" R 63895607.0 "Martin Brest" "['Al Pacino', ""Chris O'Donnell"", 'James Rebhorn', 'Gabrielle Anwar']"
460 5 "The Last of the Mohicans" (1992) 7.8 76 47680 "
Action, Adventure, Drama            " "112 min" R 75505856.0 "Michael Mann" "['Daniel Day-Lewis', 'Madeleine Stowe', 'Russell Means', 'Eric Schweig']"
461 6 "Glengarry Glen Ross" (1992) 7.8 80 47680 "
Crime, Drama, Mystery            " "100 min" R 10725228.0 "James Foley" "['Al Pacino', 'Jack Lemmon', 'Alec Baldwin', 'Alan Arkin']"
462 7 "A Few Good Men" (1992) 7.7 62 47680 "
Drama, Thriller            " "138 min" R 141340178.0 "Rob Reiner" "['Tom Cruise', 'Jack Nicholson', 'Demi Moore', 'Kevin Bacon']"
463 8 "Malcolm X" (1992) 7.7 72 47680 "
Biography, Drama, History            " "202 min" PG-13 48169908.0 "Spike Lee" "['Denzel Washington', 'Angela Bassett', 'Delroy Lindo', 'Spike Lee']"
464 9 "The Muppet Christmas Carol" (1992) 7.7 64 47680 "
Comedy, Drama, Family            " "85 min" - 27281507.0 "Brian Henson" "['Michael Caine', 'Dave Goelz', 'Steve Whitmire', 'Jerry Nelson']"
465 10 "Army of Darkness" (1992) 7.6 57 47680 "
Comedy, Horror            " "81 min" R 11502976.0 "Sam Raimi" "['Bruce Campbell', 'Embeth Davidtz', 'Marcus Gilbert', 'Ian Abercrombie']"
466 11 Chaplin (1992) 7.6 47 47680 "
Biography, Comedy, Drama            " "143 min" PG-13 9493259.0 "Richard Attenborough" "['Robert Downey Jr.', 'Geraldine Chaplin', 'Paul Rhys', 'John Thaw']"
467 12 "The Player" (1992) 7.6 86 47680 "
Comedy, Crime, Drama            " "124 min" R 21706100.0 "Robert Altman" "['Tim Robbins', 'Greta Scacchi', 'Fred Ward', 'Whoopi Goldberg']"
468 13 Dracula (1992) 7.5 57 47680 "
Horror            " "128 min" R 82522790.0 "Francis Ford Coppola" "['Gary Oldman', 'Winona Ryder', 'Anthony Hopkins', 'Keanu Reeves']"
469 14 Braindead (1992) 7.5 54 47680 "
Comedy, Horror            " "104 min" R 242623.0 "Peter Jackson" "['Timothy Balme', 'Diana Peñalver', 'Elizabeth Moody', 'Ian Watkin']"
470 15 "My Cousin Vinny" (1992) 7.5 68 47680 "
Comedy, Crime            " "120 min" R 52929168.0 "Jonathan Lynn" "['Joe Pesci', 'Marisa Tomei', 'Ralph Macchio', 'Mitchell Whitfield']"
471 16 "Howards End" (1992) 7.5 89 47680 "
Drama, Romance            " "142 min" PG 25967000.0 "James Ivory" "['Anthony Hopkins', 'Emma Thompson', 'Vanessa Redgrave', 'Helena Bonham Carter']"
472 17 "A River Runs Through It" (1992) 7.3 68 47680 "
Drama            " "123 min" PG 43440294.0 "Robert Redford" "['Craig Sheffer', 'Brad Pitt', 'Tom Skerritt', 'Brenda Blethyn']"
473 18 "The Crying Game" (1992) 7.3 90 47680 "
Crime, Drama, Romance            " "112 min" R 62549000.0 "Neil Jordan" "['Stephen Rea', 'Jaye Davidson', 'Forest Whitaker', 'Miranda Richardson']"
474 19 "Lorenzo's Oil" (1992) 7.3 80 47680 "
Drama            " "129 min" PG-13 7286388.0 "George Miller" "['Nick Nolte', 'Susan Sarandon', 'Peter Ustinov', 'Kathleen Wilhoite']"
475 20 "A League of Their Own" (1992) 7.2 67 47680 "
Comedy, Drama, Family            " "128 min" PG 107533928.0 "Penny Marshall" "['Tom Hanks', 'Geena Davis', 'Lori Petty', 'Madonna']"
476 21 "Twin Peaks: Fire Walk with Me" (1992) 7.2 28 47680 "
Drama, Horror, Mystery            " "135 min" R 4160851.0 "David Lynch" "['Sheryl Lee', 'Ray Wise', 'Mädchen Amick', 'Dana Ashbrook']"
477 22 "Strictly Ballroom" (1992) 7.2 72 47680 "
Comedy, Drama, Music            " "94 min" PG 11738022.0 "Baz Luhrmann" "['Paul Mercurio', 'Tara Morice', 'Bill Hunter', 'Pat Thomson']"
478 23 "Como agua para chocolate" (1992) 7.2 86 47680 "
Drama, Romance            " "105 min" R 21665500.0 "Alfonso Arau" "['Marco Leonardi', 'Lumi Cavazos', 'Regina Torné', 'Mario Iván Martínez']"
479 24 Orlando (1992) 7.2 74 47680 "
Biography, Drama, Fantasy            " "94 min" PG-13 5289772.0 "Sally Potter" "['Tilda Swinton', 'Billy Zane', 'Quentin Crisp', 'Jimmy Somerville']"
480 25 "Benny's Video" (1992) 7.2 60 47680 "
Crime, Drama            " "105 min" - 11565.0 "Michael Haneke" "['Arno Frisch', 'Angela Winkler', 'Ulrich Mühe', 'Ingrid Stassner']"
481 26 "Bad Lieutenant" (1992) 7.1 70 47680 "
Crime, Drama, Thriller            " "96 min" NC-17 2000022.0 "Abel Ferrara" "['Harvey Keitel', 'Brian McElroy', 'Frank Acciarito', 'Peggy Gormley']"
482 27 Juice (1992) 7.1 60 47680 "
Action, Crime, Drama            " "95 min" R 20146880.0 "Ernest R. Dickerson" "['Omar Epps', 'Tupac Shakur', ""Jermaine 'Huggy' Hopkins"", 'Khalil Kain']"
483 28 "Batman Returns" (1992) 7.0 68 47680 "
Action, Crime, Fantasy            " "126 min" PG-13 162831698.0 "Tim Burton" "['Michael Keaton', 'Danny DeVito', 'Michelle Pfeiffer', 'Christopher Walken']"
484 29 "Wayne's World" (1992) 7.0 57 47680 "
Comedy, Music            " "94 min" PG-13 121697350.0 "Penelope Spheeris" "['Mike Myers', 'Dana Carvey', 'Rob Lowe', 'Tia Carrere']"
485 30 Newsies (1992) 7.0 46 47680 "
Drama, Family, History            " "121 min" PG 2819485.0 "Kenny Ortega" "['Christian Bale', 'Bill Pullman', 'Robert Duvall', 'Ann-Margret']"
486 31 "Basic Instinct" (1992) 6.9 41 47680 "
Drama, Mystery, Thriller            " "127 min" A 117727000.0 "Paul Verhoeven" "['Michael Douglas', 'Sharon Stone', 'George Dzundza', 'Jeanne Tripplehorn']"
487 32 "Patriot Games" (1992) 6.9 64 47680 "
Action, Thriller            " "117 min" R 83287363.0 "Phillip Noyce" "['Harrison Ford', 'Sean Bean', 'Anne Archer', 'Patrick Bergin']"
488 33 "School Ties" (1992) 6.9 65 47680 "
Drama            " "106 min" PG-13 14715067.0 "Robert Mandel" "['Brendan Fraser', 'Matt Damon', ""Chris O'Donnell"", 'Randall Batinkoff']"
489 34 "White Men Can't Jump" (1992) 6.7 65 47680 "
Comedy, Drama, Sport            " "115 min" R 76253806.0 "Ron Shelton" "['Wesley Snipes', 'Woody Harrelson', 'Rosie Perez', 'Tyra Ferrell']"
490 1 "Schindler's List" (1993) 8.9 93 47680 "
Biography, Drama, History            " "195 min" A 96067179.0 "Steven Spielberg" "['Liam Neeson', 'Ralph Fiennes', 'Ben Kingsley', 'Caroline Goodall']"
491 2 "Jurassic Park" (1993) 8.1 68 47680 "
Adventure, Sci-Fi, Thriller            " "127 min" UA 402453882.0 "Steven Spielberg" "['Sam Neill', 'Laura Dern', 'Jeff Goldblum', 'Richard Attenborough']"
492 3 "In the Name of the Father" (1993) 8.1 84 47680 "
Biography, Drama            " "133 min" R 25010410.0 "Jim Sheridan" "['Daniel Day-Lewis', 'Pete Postlethwaite', 'Alison Crosbie', 'Philip King']"
493 4 "The Nightmare Before Christmas" (1993) 8.0 82 47680 "
Animation, Family, Fantasy            " "76 min" PG 75082668.0 "Henry Selick" "['Danny Elfman', 'Chris Sarandon', ""Catherine O'Hara"", 'William Hickey']"
494 5 "Groundhog Day" (1993) 8.0 72 47680 "
Comedy, Fantasy, Romance            " "101 min" PG 70906973.0 "Harold Ramis" "['Bill Murray', 'Andie MacDowell', 'Chris Elliott', 'Stephen Tobolowsky']"
495 6 "True Romance" (1993) 7.9 59 47680 "
Crime, Drama, Romance            " "119 min" R 12281500.0 "Tony Scott" "['Christian Slater', 'Patricia Arquette', 'Dennis Hopper', 'Val Kilmer']"
496 7 "The Remains of the Day" (1993) 7.9 84 47680 "
Drama, Romance            " "134 min" PG 22954968.0 "James Ivory" "['Anthony Hopkins', 'Emma Thompson', 'John Haycraft', 'Christopher Reeve']"
497 8 Naked (1993) 7.9 84 47680 "
Comedy, Drama            " "132 min" - 1769305.0 "Mike Leigh" "['David Thewlis', 'Lesley Sharp', 'Katrin Cartlidge', 'Greg Cruttwell']"
498 9 Tombstone (1993) 7.8 50 47680 "
Action, Biography, Drama            " "130 min" R 56505065.0 "George P. Cosmatos" "['Kurt Russell', 'Val Kilmer', 'Sam Elliott', 'Bill Paxton']"
499 10 "What's Eating Gilbert Grape" (1993) 7.8 73 47680 "
Drama            " "118 min" PG-13 9170214.0 "Lasse Hallström" "['Johnny Depp', 'Leonardo DiCaprio', 'Juliette Lewis', 'Mary Steenburgen']"
500 11 "The Fugitive" (1993) 7.8 87 47680 "
Action, Crime, Drama            " "130 min" PG-13 183875760.0 "Andrew Davis" "['Harrison Ford', 'Tommy Lee Jones', 'Sela Ward', 'Julianne Moore']"
501 12 "A Bronx Tale" (1993) 7.8 80 47680 "
Crime, Drama            " "121 min" R 17266971.0 "Robert De Niro" "['Robert De Niro', 'Chazz Palminteri', 'Lillo Brancato', 'Francis Capra']"
502 13 "Dazed and Confused" (1993) 7.7 78 47680 "
Comedy            " "102 min" R 7993039.0 "Richard Linklater" "['Jason London', 'Wiley Wiggins', 'Matthew McConaughey', 'Rory Cochrane']"
503 14 Philadelphia (1993) 7.7 66 47680 "
Drama            " "125 min" PG-13 77324422.0 "Jonathan Demme" "['Tom Hanks', 'Denzel Washington', 'Roberta Maxwell', 'Buzz Kilman']"
504 15 "Short Cuts" (1993) 7.7 79 47680 "
Comedy, Drama            " "188 min" R 6110979.0 "Robert Altman" "['Andie MacDowell', 'Julianne Moore', 'Tim Robbins', 'Bruce Davison']"
505 16 "The Piano" (1993) 7.6 89 47680 "
Drama, Music, Romance            " "121 min" R 40158000.0 "Jane Campion" "['Holly Hunter', 'Harvey Keitel', 'Sam Neill', 'Anna Paquin']"
506 17 "Falling Down" (1993) 7.6 56 47680 "
Crime, Drama, Thriller            " "113 min" R 40903593.0 "Joel Schumacher" "['Michael Douglas', 'Robert Duvall', 'Barbara Hershey', 'Rachel Ticotin']"
507 18 "The Joy Luck Club" (1993) 7.6 84 47680 "
Drama            " "139 min" R 32861136.0 "Wayne Wang" "['Tamlyn Tomita', 'Rosalind Chao', 'Kieu Chinh', 'Tsai Chin']"
508 19 "Menace II Society" (1993) 7.5 76 47680 "
Crime, Drama, Thriller            " "97 min" R 27900000.0 "Albert Hughes" "['Tyrin Turner', 'Larenz Tate', 'June Kyoto Lu', 'Toshi Toda']"
509 20 "A Perfect World" (1993) 7.5 71 47680 "
Crime, Drama, Thriller            " "138 min" PG-13 31160784.0 "Clint Eastwood" "['Kevin Costner', 'Clint Eastwood', 'Laura Dern', 'T.J. Lowther']"
510 21 "Searching for Bobby Fischer" (1993) 7.5 89 47680 "
Biography, Drama            " "109 min" PG 7266383.0 "Steven Zaillian" "['Joe Mantegna', 'Ben Kingsley', 'Max Pomeranc', 'Joan Allen']"
511 22 "This Boy's Life" (1993) 7.3 60 47680 "
Biography, Drama            " "115 min" R 4104962.0 "Michael Caton-Jones" "['Robert De Niro', 'Leonardo DiCaprio', 'Ellen Barkin', 'Jonah Blechman']"
512 23 "The Age of Innocence" (1993) 7.2 90 47680 "
Drama, Romance            " "139 min" PG 32200000.0 "Martin Scorsese" "['Daniel Day-Lewis', 'Michelle Pfeiffer', 'Winona Ryder', 'Linda Faye Farkas']"
513 24 "In the Line of Fire" (1993) 7.2 74 47680 "
Action, Crime, Drama            " "128 min" R 102314283.0 "Wolfgang Petersen" "['Clint Eastwood', 'John Malkovich', 'Rene Russo', 'Dylan McDermott']"
514 25 "Benny & Joon" (1993) 7.2 57 47680 "
Comedy, Drama, Romance            " "98 min" PG 23202734.0 "Jeremiah S. Chechik" "['Johnny Depp', 'Mary Stuart Masterson', 'Aidan Quinn', 'Julianne Moore']"
515 26 "Mrs. Doubtfire" (1993) 7.0 53 47680 "
Comedy, Drama, Family            " "125 min" PG-13 219200000.0 "Chris Columbus" "['Robin Williams', 'Sally Field', 'Pierce Brosnan', 'Harvey Fierstein']"
516 27 "Grumpy Old Men" (1993) 7.0 53 47680 "
Comedy, Drama, Romance            " "103 min" PG-13 70172621.0 "Donald Petrie" "['Jack Lemmon', 'Walter Matthau', 'Ann-Margret', 'Burgess Meredith']"
517 28 "Red Rock West" (1993) 7.0 79 47680 "
Crime, Drama, Thriller            " "98 min" R 2502551.0 "John Dahl" "['Nicolas Cage', 'Dennis Hopper', 'Lara Flynn Boyle', 'Craig Reay']"
518 29 "Cool Runnings" (1993) 6.9 60 47680 "
Adventure, Comedy, Family            " "98 min" PG 68856263.0 "Jon Turteltaub" "['John Candy', 'Leon', 'Doug E. Doug', 'Rawle D. Lewis']"
519 1 "The Shawshank Redemption" (1994) 9.3 80 47680 "
Drama            " "142 min" A 28341469.0 "Frank Darabont" "['Tim Robbins', 'Morgan Freeman', 'Bob Gunton', 'William Sadler']"
520 2 "Pulp Fiction" (1994) 8.9 94 47680 "
Crime, Drama            " "154 min" A 107928762.0 "Quentin Tarantino" "['John Travolta', 'Uma Thurman', 'Samuel L. Jackson', 'Bruce Willis']"
521 3 "Forrest Gump" (1994) 8.8 82 47680 "
Drama, Romance            " "142 min" PG-13 330252182.0 "Robert Zemeckis" "['Tom Hanks', 'Robin Wright', 'Gary Sinise', 'Sally Field']"
522 4 Léon (1994) 8.6 64 47680 "
Crime, Drama, Thriller            " "110 min" R 19501238.0 "Luc Besson" "['Jean Reno', 'Gary Oldman', 'Natalie Portman', 'Danny Aiello']"
523 5 "The Lion King" (1994) 8.5 83 47680 "
Animation, Adventure, Drama            " "88 min" U 312900000.0 "Roger Allers" "['Matthew Broderick', 'Jeremy Irons', 'James Earl Jones', 'Whoopi Goldberg']"
524 6 "Chung Hing sam lam" (1994) 8.1 77 47680 "
Crime, Drama, Romance            " "102 min" PG-13 600200.0 "Kar-Wai Wong" "['Brigitte Lin', 'Takeshi Kaneshiro', 'Tony Chiu-Wai Leung', 'Faye Wong']"
525 7 "Ed Wood" (1994) 7.9 70 47680 "
Biography, Comedy, Drama            " "127 min" R 5887457.0 "Tim Burton" "['Johnny Depp', 'Martin Landau', 'Sarah Jessica Parker', 'Patricia Arquette']"
526 8 Clerks (1994) 7.8 70 47680 "
Comedy            " "92 min" R 3151130.0 "Kevin Smith" "[""Brian O'Halloran"", 'Jeff Anderson', 'Marilyn Ghigliotti', 'Lisa Spoonauer']"
527 9 "Interview with the Vampire: The Vampire Chronicles" (1994) 7.6 59 47680 "
Drama, Horror            " "123 min" R 105264608.0 "Neil Jordan" "['Brad Pitt', 'Tom Cruise', 'Antonio Banderas', 'Kirsten Dunst']"
528 10 "The Crow" (1994) 7.6 71 47680 "
Action, Drama, Fantasy            " "102 min" R 50693162.0 "Alex Proyas" "['Brandon Lee', 'Michael Wincott', 'Rochelle Davis', 'Ernie Hudson']"
529 11 Fresh (1994) 7.6 81 47680 "
Crime, Drama, Thriller            " "114 min" R 8094616.0 "Boaz Yakin" "['Sean Nelson', 'Giancarlo Esposito', 'Samuel L. Jackson', ""N'Bushe Wright""]"
530 12 "Legends of the Fall" (1994) 7.5 45 47680 "
Drama, Romance, War            " "133 min" R 66638883.0 "Edward Zwick" "['Brad Pitt', 'Anthony Hopkins', 'Aidan Quinn', 'Julia Ormond']"
531 13 "The Adventures of Priscilla, Queen of the Desert" (1994) 7.5 68 47680 "
Comedy, Music            " "104 min" R 11220670.0 "Stephan Elliott" "['Hugo Weaving', 'Guy Pearce', 'Terence Stamp', 'Rebel Penfold-Russell']"
532 14 "Quiz Show" (1994) 7.5 88 47680 "
Biography, Drama, History            " "133 min" PG-13 24822619.0 "Robert Redford" "['Ralph Fiennes', 'John Turturro', 'Rob Morrow', 'Paul Scofield']"
533 15 "Nobody's Fool" (1994) 7.4 86 47680 "
Comedy, Drama            " "110 min" R 39487686.0 "Robert Benton" "['Paul Newman', 'Bruce Willis', 'Jessica Tandy', 'Melanie Griffith']"
534 16 "Dumb and Dumber" (1994) 7.3 41 47680 "
Comedy            " "107 min" PG-13 127175354.0 "Peter Farrelly" "['Jim Carrey', 'Jeff Daniels', 'Lauren Holly', 'Mike Starr']"
535 17 "Natural Born Killers" (1994) 7.3 74 47680 "
Crime, Drama            " "118 min" R 50282766.0 "Oliver Stone" "['Woody Harrelson', 'Juliette Lewis', 'Tom Sizemore', 'Rodney Dangerfield']"
536 18 "Little Women" (1994) 7.3 87 47680 "
Drama, Family, Romance            " "115 min" PG 50083616.0 "Gillian Armstrong" "['Susan Sarandon', 'Winona Ryder', 'Kirsten Dunst', 'Claire Danes']"
537 19 "The Hudsucker Proxy" (1994) 7.3 53 47680 "
Comedy, Drama, Fantasy            " "111 min" PG 2869369.0 "Joel Coen" "['Tim Robbins', 'Paul Newman', 'Jennifer Jason Leigh', 'Charles Durning']"
538 20 "Shallow Grave" (1994) 7.3 67 47680 "
Crime, Thriller            " "89 min" R 2881508.0 "Danny Boyle" "['Kerry Fox', 'Christopher Eccleston', 'Ewan McGregor', 'Ken Stott']"
539 21 "Death and the Maiden" (1994) 7.3 72 47680 "
Drama, Mystery, Thriller            " "103 min" R 2104000.0 "Roman Polanski" "['Sigourney Weaver', 'Ben Kingsley', 'Stuart Wilson', 'Krystia Mova']"
540 22 "True Lies" (1994) 7.2 63 47680 "
Action, Comedy, Thriller            " "141 min" R 146282411.0 "James Cameron" "['Arnold Schwarzenegger', 'Jamie Lee Curtis', 'Tom Arnold', 'Bill Paxton']"
541 23 Speed (1994) 7.2 78 47680 "
